Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000085968			Gm13027
ENSMUSG00000103107			Gm9867
ENSMUSG00000085047			Gm13026
ENSMUSG00000118416			Gm50453
ENSMUSG00000133314			Gm40061
ENSMUSG00000108140			Gm44803
ENSMUSG00000095403			Gm21092
ENSMUSG00000108279			Gm44024
ENSMUSG00000040964	ENSG00000074964	ARHGEF10L	Arhgef10l
ENSMUSG00000072789			Gm10420
ENSMUSG00000096857			Gm7732
ENSMUSG00000105923			A830019L24Rik
ENSMUSG00000138281			Gm66140
ENSMUSG00000012396	ENSG00000255192	NANOGP8	Nanog
ENSMUSG00000012396	ENSG00000111704	NANOG	Nanog
ENSMUSG00000120442			Gm56829
ENSMUSG00000094582			Gm7736
ENSMUSG00000034115	ENSG00000168356	SCN11A	Scn11a
ENSMUSG00000136581			Gm66141
ENSMUSG00000100191			Gm7740
ENSMUSG00000128968			Gm66142
ENSMUSG00000103668			Gm38186
ENSMUSG00000095963			Gm7742
ENSMUSG00000133341			Gm65374
ENSMUSG00000131679			Gm41539
ENSMUSG00000133354			Gm65375
ENSMUSG00000117326			4930564C03Rik
ENSMUSG00000133361			Gm40159
ENSMUSG00000132240			4930564C03Rik
ENSMUSG00000093768			Gm20650
ENSMUSG00000064734			Gm23445
ENSMUSG00000030685	ENSG00000174943	KCTD13	Kctd13
ENSMUSG00000117472			Gm4601
ENSMUSG00000128020			Gm66155
ENSMUSG00000034247	ENSG00000225190	PLEKHM1	Plekhm1
ENSMUSG00000133395			Gm65377
ENSMUSG00000133396			Gm65378
ENSMUSG00000117962			Gm6402
ENSMUSG00000133428			Gm65379
ENSMUSG00000133442			Gm65384
ENSMUSG00000083672			Kpna2-ps
ENSMUSG00000133446			Gm65385
ENSMUSG00000133450			Gm65386
ENSMUSG00000108543			Gm44735
ENSMUSG00000123753			Gm66158
ENSMUSG00000133495			Gm65392
ENSMUSG00000095334			Gm21984
ENSMUSG00000083534			H2-M6-ps
ENSMUSG00000092270			Gm7031
ENSMUSG00000097852			4933405D12Rik
ENSMUSG00000046378	ENSG00000174939	ASPHD1	Asphd1
ENSMUSG00000092340			Or11a2-ps1
ENSMUSG00000003153			Slc2a3
ENSMUSG00000092591			Gm20429
ENSMUSG00000121080			Gm57228
ENSMUSG00000030683	ENSG00000174938	SEZ6L2	Sez6l2
ENSMUSG00000080937			Gm13510
ENSMUSG00000084177			Gm13508
ENSMUSG00000077769			Gm25215
ENSMUSG00000092512			Gm4152
ENSMUSG00000069495	ENSG00000135999	EPC2	Epc2
ENSMUSG00000125282			Gm66175
ENSMUSG00000092253			H2-Q3
ENSMUSG00000032512	ENSG00000114742	WDR48	Wdr48
ENSMUSG00000110699			Gm20946
ENSMUSG00000034255	ENSG00000159314	ARHGAP27	Arhgap27
ENSMUSG00000138030			Gm64988
ENSMUSG00000092304			Gm20530
ENSMUSG00000110714			Gm45910
ENSMUSG00000073405			H2-T11-ps
ENSMUSG00000133261			Gm66184
ENSMUSG00000141557			Gm64990
ENSMUSG00000033276	ENSG00000163482	STK36	Stk36
ENSMUSG00000073980			Gm9574
ENSMUSG00000124328			Gm66185
ENSMUSG00000121978			Gm64991
ENSMUSG00000092289			Gm6659
ENSMUSG00000092374			Gm6623
ENSMUSG00000133397			Gm64994
ENSMUSG00000092457			Gm8835
ENSMUSG00000100510			Hand2os1
ENSMUSG00000141839			
ENSMUSG00000112889			Gm47073
ENSMUSG00000133515			Gm65407
ENSMUSG00000109864	ENSG00000255150	EID3	Eid3
ENSMUSG00000101932			Gm10074
ENSMUSG00000133526			Gm33309
ENSMUSG00000101756			Gm29402
ENSMUSG00000006498	ENSG00000011304	PTBP1	Ptbp1
ENSMUSG00000092612			Gm18604
ENSMUSG00000116704			Gm5491
ENSMUSG00000133529			Gm65408
ENSMUSG00000122949			
ENSMUSG00000133534			Gm65410
ENSMUSG00000049832			Rbx1-ps
ENSMUSG00000092284			Gm8801
ENSMUSG00000133543			Gm40145
ENSMUSG00000133571			Gm65411
ENSMUSG00000120150			Gm56816
ENSMUSG00000133627			Gm65412
ENSMUSG00000107066			Gm4482
ENSMUSG00000133641			Gm65413
ENSMUSG00000107868			Gm5112
ENSMUSG00000092571			Gm4134
ENSMUSG00000097635			Gm26826
ENSMUSG00000133655			Gm65414
ENSMUSG00000125539			Gm66194
ENSMUSG00000003154	ENSG00000065970	FOXJ2	Foxj2
ENSMUSG00000117256			Gm5497
ENSMUSG00000133676			Gm31610
ENSMUSG00000133257			Gm66198
ENSMUSG00000117522			Gm50041
ENSMUSG00000092577			Gm7393
ENSMUSG00000103181			A330069K06Rik
ENSMUSG00000134858			Gm66201
ENSMUSG00000117518			Gpx4-ps1
ENSMUSG00000133681			Gm65417
ENSMUSG00000125905			Gm66202
ENSMUSG00000105219			Gm43821
ENSMUSG00000098438			Gm27178
ENSMUSG00000136220			Gm66203
ENSMUSG00000133697			Gm65418
ENSMUSG00000133708			Gm65420
ENSMUSG00000061728			Btnl7-ps
ENSMUSG00000103929			Gm37892
ENSMUSG00000133736			Gm65423
ENSMUSG00000133759			Gm46804
ENSMUSG00000124316			Gm66205
ENSMUSG00000140301			Gm66207
ENSMUSG00000106580			Mir7231
ENSMUSG00000040552	ENSG00000171860	C3AR1	C3ar1
ENSMUSG00000133803			Gm65428
ENSMUSG00000092471			Cyp21a2-ps
ENSMUSG00000133835			Gm65429
ENSMUSG00000133882			Gm65430
ENSMUSG00000133894			Gm65431
ENSMUSG00000133910			Gm65432
ENSMUSG00000030327	ENSG00000089818	NECAP1	Necap1
ENSMUSG00000133911			Gm65433
ENSMUSG00000092202			Stk19-ps1
ENSMUSG00000026764	ENSG00000168280	KIF5C	Kif5c
ENSMUSG00000129330			Gm66209
ENSMUSG00000104554			Gm4610
ENSMUSG00000116560			Gm2808
ENSMUSG00000133915			Gm65434
ENSMUSG00000133919			Gm32458
ENSMUSG00000089646			Gm15796
ENSMUSG00000122905			
ENSMUSG00000064419	ENSG00000251752	RNU4-29P	Gm22249
ENSMUSG00000051596	ENSG00000163982	OTOP1	Otop1
ENSMUSG00000123031			
ENSMUSG00000116868			Gm29721
ENSMUSG00000103349			Gm36888
ENSMUSG00000122542			
ENSMUSG00000133954			Gm36010
ENSMUSG00000093880			Tmem181c-ps
ENSMUSG00000122821			Gm66210
ENSMUSG00000122579			Gm66211
ENSMUSG00000133960			Gm65437
ENSMUSG00000118494			Gm52994
ENSMUSG00000133964			Gm65438
ENSMUSG00000049037	ENSG00000111729	CLEC4A	Clec4a1
ENSMUSG00000116812			Gm2792
ENSMUSG00000134000			Gm65441
ENSMUSG00002076379			Gm56309
ENSMUSG00000097167			Gm16740
ENSMUSG00000105470			Gm42589
ENSMUSG00000116719			Gm29719
ENSMUSG00000105584			Gm42588
ENSMUSG00000104987			2810432F15Rik
ENSMUSG00000105500			Gm42591
ENSMUSG00000134066			Gm65444
ENSMUSG00000105289			Gm43483
ENSMUSG00000106245			Gm43824
ENSMUSG00000116992			Gm29719
ENSMUSG00000105726			Gm42443
ENSMUSG00000106557			Gm42442
ENSMUSG00000134085			Gm65445
ENSMUSG00000106570			C230071H17Rik
ENSMUSG00000043832	ENSG00000198178	CLEC4C	Clec4a3
ENSMUSG00000106516			Gm42441
ENSMUSG00000134100			Gm65446
ENSMUSG00000130316			5430410E06Rik
ENSMUSG00000020496			Rnf187
ENSMUSG00000105720			Gm42440
ENSMUSG00000134113			Gm40103
ENSMUSG00000106395			Gm42439
ENSMUSG00000120088			Gm32803
ENSMUSG00000129971			Gm66216
ENSMUSG00000106356			Gm42438
ENSMUSG00000130017			Gm66217
ENSMUSG00000106386			Gm42991
ENSMUSG00000106320			Gm42992
ENSMUSG00000134137			Gm65448
ENSMUSG00000104936			2610011E03Rik
ENSMUSG00000036964	ENSG00000162931	TRIM17	Trim17
ENSMUSG00000104763			9830132P13Rik
ENSMUSG00000105985			Gm42993
ENSMUSG00000129933			Gm66218
ENSMUSG00000105495			Gm42995
ENSMUSG00000130432			Gm66219
ENSMUSG00000106045			Gm42996
ENSMUSG00000104994			Gm42989
ENSMUSG00000130154			Gm66220
ENSMUSG00000106049			Gm43019
ENSMUSG00000130391			Gm66221
ENSMUSG00000106450			Gm43018
ENSMUSG00000079505			Gm11131
ENSMUSG00000105624			Gm43187
ENSMUSG00000106384			Gm43188
ENSMUSG00000105598			Gm43186
ENSMUSG00000100420			Gm28616
ENSMUSG00000105809			Gm42626
ENSMUSG00002075890			Gm56433
ENSMUSG00000029447	ENSG00000146731	CCT6A	Cct6a
ENSMUSG00000059639	ENSG00000198178	CLEC4C	Clec4a4
ENSMUSG00000020455	ENSG00000154370	TRIM11	Trim11
ENSMUSG00000130272			Gm66223
ENSMUSG00000130470			Gm32252
ENSMUSG00000130060			Gm66225
ENSMUSG00000130353			Gm66226
ENSMUSG00000090588			Muc21
ENSMUSG00000029673	ENSG00000158321	AUTS2	Auts2
ENSMUSG00000120722			Gm56793
ENSMUSG00000092171			4833427F10Rik
ENSMUSG00000107543			Gm34701
ENSMUSG00000134182			Gm33988
ENSMUSG00000121626			Gm65532
ENSMUSG00000125942			Gm66228
ENSMUSG00000092247			Gm20426
ENSMUSG00000123183			Gm66229
ENSMUSG00000087204			1700073E17Rik
ENSMUSG00000126043			Gm66231
ENSMUSG00000097693			
ENSMUSG00000057223			Gm6578
ENSMUSG00000121657			Gm6578
ENSMUSG00000125311			Gm66232
ENSMUSG00000087443			Ppp1r18os
ENSMUSG00000097075			Cdiptos
ENSMUSG00000097979			Gm4691
ENSMUSG00000107873			Gm19065
ENSMUSG00000125389			Gm66233
ENSMUSG00000108484			Gm18537
ENSMUSG00000084998			Gm16279
ENSMUSG00000080152	ENSG00000168148	H3-4	H3f4
ENSMUSG00000121675			Gm65537
ENSMUSG00000056895			H2bc27
ENSMUSG00000080712	ENSG00000196890	H2BC26	H2bc26
ENSMUSG00000108269			Gm18422
ENSMUSG00000078851	ENSG00000181218	H2AC25	H2ac25
ENSMUSG00000121686			Gm65538
ENSMUSG00000134187			Gm65454
ENSMUSG00000108052			Gm8479
ENSMUSG00002076393			Gm56434
ENSMUSG00000087058			Gm12301
ENSMUSG00000134197			
ENSMUSG00000049928	ENSG00000065325	GLP2R	Glp2r
ENSMUSG00000121699			Gm65539
ENSMUSG00000128648			Gm66234
ENSMUSG00000107653			Gm31520
ENSMUSG00000030682	ENSG00000103502	CDIPT	Cdipt
ENSMUSG00000084965			Gm13857
ENSMUSG00000138223			Gm66235
ENSMUSG00000107310			Gm7452
ENSMUSG00000121741			Gm65540
ENSMUSG00000137027			Gm66236
ENSMUSG00000107380			Vmn1r-ps6
ENSMUSG00000085287			4833418N02Rik
ENSMUSG00000121805			Gm65542
ENSMUSG00000004415	ENSG00000160963	COL26A1	Col26a1
ENSMUSG00000049249			Gm5316
ENSMUSG00000107476			Zfp862-ps
ENSMUSG00000105139			Gm19391
ENSMUSG00000092035	ENSG00000242265	PEG10	Peg10
ENSMUSG00000092035	ENSG00000254656	RTL1	Peg10
ENSMUSG00000134198			Gm65458
ENSMUSG00000017978	ENSG00000081803	CADPS2	Cadps2
ENSMUSG00000134204			Gm65459
ENSMUSG00000134213			Gm65460
ENSMUSG00000134232			Gm65461
ENSMUSG00000086898			Itpr3os
ENSMUSG00000134256			Gm65463
ENSMUSG00000134269			Gm65464
ENSMUSG00000134298			Gm65465
ENSMUSG00000020907	ENSG00000109047	RCVRN	Rcvrn
ENSMUSG00000134307			Gm65466
ENSMUSG00000105891			A230001M10Rik
ENSMUSG00000097886	ENSG00000214978	GSG1L2	Gsg1l2
ENSMUSG00000087478			4930506C21Rik
ENSMUSG00000033044	ENSG00000184544	DHRS7C	Dhrs7c
ENSMUSG00000110327			Gm17994
ENSMUSG00000144212			
ENSMUSG00000092534			Pagr1b
ENSMUSG00000090565			4930405O22Rik
ENSMUSG00000033066	ENSG00000007237	GAS7	Gas7
ENSMUSG00000030680	ENSG00000280789	PAGR1	Pagr1a
ENSMUSG00000082879			Gm13525
ENSMUSG00000050447	ENSG00000187123	LYPD6	Lypd6
ENSMUSG00000107068	ENSG00000280789	PAGR1	Gm42742
ENSMUSG00000092395			Gm20463
ENSMUSG00000093565			Rab26os
ENSMUSG00000052336	ENSG00000168329	CX3CR1	Cx3cr1
ENSMUSG00000045114	ENSG00000167371	PRRT2	Prrt2
ENSMUSG00000134316			Gm65474
ENSMUSG00000099474			1700097N02Rik
ENSMUSG00000134324			Gm65476
ENSMUSG00000134335			Gm65477
ENSMUSG00000134343			Gm65478
ENSMUSG00000033257	ENSG00000135912	TTLL4	Ttll4
ENSMUSG00000105151			Gm43241
ENSMUSG00000134375			Gm65480
ENSMUSG00000032513	ENSG00000114745	GORASP1	Gorasp1
ENSMUSG00000134415			Gm40090
ENSMUSG00000116760			Gm1604a
ENSMUSG00000026766	ENSG00000168288	MMADHC	Mmadhc
ENSMUSG00000134450			Gm65481
ENSMUSG00000134454			Gm65482
ENSMUSG00000030678	ENSG00000103495	MAZ	Maz
ENSMUSG00000134483			Gm65483
ENSMUSG00000134512			Gm65484
ENSMUSG00000134524			Gm65485
ENSMUSG00000086159			Gm13025
ENSMUSG00000134543			Gm35185
ENSMUSG00000134556			Gm65486
ENSMUSG00000134563			Gm65487
ENSMUSG00002076108			Gm55984
ENSMUSG00000134596			Gm35535
ENSMUSG00000040945	ENSG00000179051	RCC2	Rcc2
ENSMUSG00000104000			Gm38335
ENSMUSG00000117485			Gm19696
ENSMUSG00000120917			Gm56806
ENSMUSG00000134601			Gm65488
ENSMUSG00000032514	ENSG00000168026	TTC21A	Ttc21a
ENSMUSG00000134612			Gm65489
ENSMUSG00000134638			Gm65490
ENSMUSG00000134640			Gm65491
ENSMUSG00000134662			Gm65492
ENSMUSG00000104707			Gm43649
ENSMUSG00000007987	ENSG00000128581	IFT22	Ift22
ENSMUSG00000134696			Gm65493
ENSMUSG00000134715			Gm65494
ENSMUSG00000106069			Gm6135
ENSMUSG00000031736			Crnde
ENSMUSG00000030677	ENSG00000079616	KIF22	Kif22
ENSMUSG00000065590			Mir212
ENSMUSG00000065537	ENSG00000267200	MIR132	Mir132
ENSMUSG00000038268	ENSG00000262664	OVCA2	Ovca2
ENSMUSG00000134812			Gm65495
ENSMUSG00000078789	ENSG00000108963	DPH1	Dph1
ENSMUSG00000019054	ENSG00000214253	FIS1	Fis1
ENSMUSG00000081457			Gm13488
ENSMUSG00000083449			Gm13487
ENSMUSG00000085429			Gm13485
ENSMUSG00000082846			Gm13484
ENSMUSG00000083270			Gm13498
ENSMUSG00000017144	ENSG00000115963	RND3	Rnd3
ENSMUSG00002076342			Gm55469
ENSMUSG00002075111			Gm55470
ENSMUSG00000049350	ENSG00000174992	ZG16	Zg16
ENSMUSG00000099370			Platr10
ENSMUSG00000100496			Gm28639
ENSMUSG00000081173			Gm13500
ENSMUSG00000086349			Gm13497
ENSMUSG00000089614			Gm23505
ENSMUSG00000026170	ENSG00000135929	CYP27A1	Cyp27a1
ENSMUSG00000084334			Gm13494
ENSMUSG00000056115			Tas2r134
ENSMUSG00000081484			Gm13492
ENSMUSG00000108327			Gm44939
ENSMUSG00000134832			Gm65499
ENSMUSG00000087701			Gm13493
ENSMUSG00000036249	ENSG00000184898	RBM43	Rbm43
ENSMUSG00000118675			Gm22747
ENSMUSG00000045165	ENSG00000185905	C16orf54	AI467606
ENSMUSG00000134838			Gm65500
ENSMUSG00000106413			Gm42823
ENSMUSG00002075547			Gm55986
ENSMUSG00000028683	ENSG00000070785	EIF2B3	Eif2b3
ENSMUSG00000134848			Gm65501
ENSMUSG00000030674	ENSG00000103485	QPRT	Qprt
ENSMUSG00000105102			Gm35507
ENSMUSG00000134888			Gm30147
ENSMUSG00000001739	ENSG00000106404	CLDN15	Cldn15
ENSMUSG00000134892			Gm65502
ENSMUSG00000134893			Gm33924
ENSMUSG00000134910			Gm65503
ENSMUSG00000051457	ENSG00000197471	SPN	Spn
ENSMUSG00000134914			Gm65507
ENSMUSG00000006542	ENSG00000115592	PRKAG3	Prkag3
ENSMUSG00000134925			Gm65508
ENSMUSG00000134928			Gm33987
ENSMUSG00000108717			Gm44940
ENSMUSG00000134941			Gm46834
ENSMUSG00000092905	ENSG00000275319	Metazoa_SRP	Gm25735
ENSMUSG00000092905	ENSG00000276800	Metazoa_SRP	Gm25735
ENSMUSG00000134942			Gm29948
ENSMUSG00000042502	ENSG00000169217	CD2BP2	Cd2bp2
ENSMUSG00000059518	ENSG00000106400	ZNHIT1	Znhit1
ENSMUSG00000106589			4931419H13Rik
ENSMUSG00000045287	ENSG00000185924	RTN4RL1	Rtn4rl1
ENSMUSG00000080782			Gm13495
ENSMUSG00000043099	ENSG00000177374	HIC1	Hic1
ENSMUSG00000026946	ENSG00000123609	NMI	Nmi
ENSMUSG00000073145			Gm12000
ENSMUSG00000088349	ENSG00000251821	RNU6-583P	Gm22335
ENSMUSG00000028681	ENSG00000117425	PTCH2	Ptch2
ENSMUSG00000134974			Gm46796
ENSMUSG00000035455	ENSG00000132436	FIGNL1	Fignl1
ENSMUSG00000134985			Gm65521
ENSMUSG00000135000			Gm65522
ENSMUSG00000135014			Gm65524
ENSMUSG00000080727			C920021L13Rik
ENSMUSG00000135026			Gm65525
ENSMUSG00000135052			Gm65526
ENSMUSG00000042492	ENSG00000169221	TBC1D10B	Tbc1d10b
ENSMUSG00000032515	ENSG00000144655	CSRNP1	Csrnp1
ENSMUSG00000135054			Gm65527
ENSMUSG00000120720			Gm46815
ENSMUSG00000018654	ENSG00000185811	IKZF1	Ikzf1
ENSMUSG00000117879			2310015A16Rik
ENSMUSG00000004846	ENSG00000106397	PLOD3	Plod3
ENSMUSG00000103620			Gm37359
ENSMUSG00000097204			Gm17690
ENSMUSG00000118068			Gm50275
ENSMUSG00000135103			Gm32738
ENSMUSG00000120679			Gm33799
ENSMUSG00000089635			Gm16559
ENSMUSG00000135136			Gm65533
ENSMUSG00000111089			Gm49427
ENSMUSG00000086556			Gm15444
ENSMUSG00000079243	ENSG00000168334	XIRP1	Xirp1
ENSMUSG00000135147			Gm65535
ENSMUSG00000135184			Gm54210
ENSMUSG00000120995			Gm51425
ENSMUSG00000135198			Gm65536
ENSMUSG00000135219			Gm33189
ENSMUSG00000121491			2700099C18Rik
ENSMUSG00000111792			Gm33858
ENSMUSG00000135224			Gm32875
ENSMUSG00000073771	ENSG00000222009	BTBD19	Btbd19
ENSMUSG00000042262	ENSG00000179934	CCR8	Ccr8
ENSMUSG00000030672	ENSG00000180209	MYL11	Mylpf
ENSMUSG00000111546			Gm47050
ENSMUSG00000032519	ENSG00000144659	SLC25A38	Slc25a38
ENSMUSG00000097189			Gm26594
ENSMUSG00002075611			Gm56344
ENSMUSG00000033227	ENSG00000115596	WNT6	Wnt6
ENSMUSG00000053475	ENSG00000123610	TNFAIP6	Tnfaip6
ENSMUSG00000090860			Gm17134
ENSMUSG00000135246			Gm65543
ENSMUSG00000102574			Gm33206
ENSMUSG00000090816			Gm6729
ENSMUSG00000112893			Gm9583
ENSMUSG00000112115			Gm21027
ENSMUSG00000112207			Gm48448
ENSMUSG00000112579			Gm48450
ENSMUSG00000099472			Gm29539
ENSMUSG00000112562			Gm48451
ENSMUSG00000112325			Gm48454
ENSMUSG00000026167	ENSG00000135925	WNT10A	Wnt10a
ENSMUSG00000112268			Gm48460
ENSMUSG00000106540			4930590L14Rik
ENSMUSG00000112735			Gm46191
ENSMUSG00000112010			Gm48461
ENSMUSG00000112638			Gm48463
ENSMUSG00000112834			Gm48464
ENSMUSG00000087223			4930442L01Rik
ENSMUSG00000111998			Gm48465
ENSMUSG00000047671	ENSG00000188396	DYNLT4	Dynlt4
ENSMUSG00000112078			Gm48466
ENSMUSG00000112565			Gm48473
ENSMUSG00000112699			Gm48474
ENSMUSG00000112359			Gm48475
ENSMUSG00000076240			Mir702
ENSMUSG00000037428	ENSG00000128564	VGF	Vgf
ENSMUSG00000135270			Gm30044
ENSMUSG00000112282			Gm19989
ENSMUSG00000036202	ENSG00000080345	RIF1	Rif1
ENSMUSG00000112098			Gm18876
ENSMUSG00000090308			Gm5174
ENSMUSG00000026197	ENSG00000158552	ZFAND2B	Zfand2b
ENSMUSG00000135287			Gm65547
ENSMUSG00000112743			Gm49358
ENSMUSG00000135294			Gm65548
ENSMUSG00000135309			Gm65549
ENSMUSG00000086232			Gm7546
ENSMUSG00000119955			Gm9054
ENSMUSG00000030515	ENSG00000185418	TARS3	Tars3
ENSMUSG00000028680	ENSG00000173846	PLK3	Plk3
ENSMUSG00000004849	ENSG00000106367	AP1S1	Ap1s1
ENSMUSG00000054027	ENSG00000111696	NT5DC3	Nt5dc3
ENSMUSG00000135318			Gm65550
ENSMUSG00000089924			Gm15689
ENSMUSG00000135327			Gm65553
ENSMUSG00000032518	ENSG00000288920	RPSA2	Rpsa
ENSMUSG00000032518	ENSG00000168028	RPSA	Rpsa
ENSMUSG00000102590			Mannr
ENSMUSG00000135340			Gm65554
ENSMUSG00000135353			Gm65555
ENSMUSG00000135357			Gm65556
ENSMUSG00000135376			Gm65557
ENSMUSG00000089959			Gm16268
ENSMUSG00000135390			Gm65558
ENSMUSG00000089775			Gm16270
ENSMUSG00000043279	ENSG00000169871	TRIM56	Trim56
ENSMUSG00000063320	ENSG00000204954	UQCC6	Uqcc6
ENSMUSG00000121104			Gm56819
ENSMUSG00000135432			Gm65560
ENSMUSG00000093553			Gm20633
ENSMUSG00000046095	ENSG00000108759	KRT32	Krt32
ENSMUSG00000135455			
ENSMUSG00000106190			Gm20768
ENSMUSG00000094840	ENSG00000169894	MUC3A	Muc3a
ENSMUSG00000048013	ENSG00000197079	KRT35	Krt35
ENSMUSG00000078681	ENSG00000184277	TM2D3	Tm2d3
ENSMUSG00000023328	ENSG00000087085	ACHE	Ache
ENSMUSG00000097412			1810014B01Rik
ENSMUSG00000020048	ENSG00000166598	HSP90B1	Hsp90b1
ENSMUSG00000065041	ENSG00000206760	SNORA6	Gm24044
ENSMUSG00000064380			Gm26448
ENSMUSG00000064925	ENSG00000202363	SNORA62	Snora62
ENSMUSG00000049287	ENSG00000181873	IBA57	Iba57
ENSMUSG00000032517	ENSG00000168314	MOBP	Mobp
ENSMUSG00000135471			Gm65566
ENSMUSG00000093577			Gm20632
ENSMUSG00000043448	ENSG00000198835	GJC2	Gjc2
ENSMUSG00000135497			Gm65567
ENSMUSG00000135508			Gm65568
ENSMUSG00000135519			Gm9052
ENSMUSG00000120160			Gm56773
ENSMUSG00000135524			Gm65569
ENSMUSG00000020444	ENSG00000143774	GUK1	Guk1
ENSMUSG00000135541			Gm65570
ENSMUSG00000135545			Gm65571
ENSMUSG00000135563			Gm65572
ENSMUSG00000120424			Gm56782
ENSMUSG00000099145			Mir8116
ENSMUSG00000051502	ENSG00000176125	UFSP1	Ufsp1
ENSMUSG00000098624			Mir7036
ENSMUSG00000047675	ENSG00000142937	RPS8	Rps8
ENSMUSG00000106058			Gm43013
ENSMUSG00000135581			Gm65575
ENSMUSG00000023348	ENSG00000087077	TRIP6	Trip6
ENSMUSG00000135583			Gm65577
ENSMUSG00000135597			Gm65578
ENSMUSG00000135638			Gm65580
ENSMUSG00000135642			Gm65581
ENSMUSG00000105516			Gm36823
ENSMUSG00000135735			Gm65582
ENSMUSG00000026198	ENSG00000115657	ABCB6	Abcb6
ENSMUSG00000135785			Gm65583
ENSMUSG00000135811			Gm65584
ENSMUSG00000135820			Gm65585
ENSMUSG00000135831			Gm65586
ENSMUSG00000135846			Gm65587
ENSMUSG00000068480			Gm7551
ENSMUSG00000030513	ENSG00000140479	PCSK6	Pcsk6
ENSMUSG00000135875			Gm65588
ENSMUSG00000135909			Gm65589
ENSMUSG00000135949			Gm65590
ENSMUSG00000135958			Gm65592
ENSMUSG00000135959			Gm65593
ENSMUSG00000135984			Gm65594
ENSMUSG00000064542	ENSG00000252408		Gm22980
ENSMUSG00000064542	ENSG00000207199	SNORD38D	Gm22980
ENSMUSG00000064542	ENSG00000200733		Gm22980
ENSMUSG00000064542	ENSG00000207109	SNORD38C	Gm22980
ENSMUSG00000065680	ENSG00000202031	SNORD38A	Snord38a
ENSMUSG00000106249			Gm43349
ENSMUSG00000064751	ENSG00000200913	SNORD46	Gm26330
ENSMUSG00000092680	ENSG00000264294	SNORD55	Snord55
ENSMUSG00002075817			Gm55786
ENSMUSG00000028678	ENSG00000142945	KIF2C	Kif2c
ENSMUSG00000135996			Gm65595
ENSMUSG00000136006			Gm65596
ENSMUSG00000136026			Gm65597
ENSMUSG00000037344	ENSG00000146828	SLC12A9	Slc12a9
ENSMUSG00000050936			Gm42743
ENSMUSG00000026950	ENSG00000183091	NEB	Neb
ENSMUSG00000136058			Gm65600
ENSMUSG00000136067			Gm65601
ENSMUSG00000136068			Gm65602
ENSMUSG00000136070			Gm65603
ENSMUSG00000111219			Gm38642
ENSMUSG00000136103			Gm65604
ENSMUSG00000104494			Gm37111
ENSMUSG00000111360			Gm38642
ENSMUSG00000078604			Gm10961
ENSMUSG00000050912	ENSG00000152558	TMEM123	Tmem123
ENSMUSG00000097745			AI115009
ENSMUSG00000036860	ENSG00000162910	MRPL55	Mrpl55
ENSMUSG00000136279			Gm65608
ENSMUSG00000136285			Gm65610
ENSMUSG00000074664			A830092H15Rik
ENSMUSG00000106285			Gm43574
ENSMUSG00000099519			Gm29253
ENSMUSG00000093615			Mir5618
ENSMUSG00000057367	ENSG00000110330	BIRC2	Birc2
ENSMUSG00000105802			Gm43012
ENSMUSG00000029710	ENSG00000196411	EPHB4	Ephb4
ENSMUSG00000136362			Gm65614
ENSMUSG00000020441	ENSG00000143793	C1orf35	2310033P09Rik
ENSMUSG00000033124	ENSG00000198925	ATG9A	Atg9a
ENSMUSG00000084899			Gm15344
ENSMUSG00000136372			Gm65615
ENSMUSG00002076916			Gm54730
ENSMUSG00000044937			Ttc41
ENSMUSG00000136379			Gm65619
ENSMUSG00000048076	ENSG00000143761	ARF1	Arf1
ENSMUSG00000136381			Gm65621
ENSMUSG00000136419			Gm65622
ENSMUSG00000136421			Gm65623
ENSMUSG00000136440			Gm65626
ENSMUSG00000032000	ENSG00000023445	BIRC3	Birc3
ENSMUSG00000136478			Gm65627
ENSMUSG00000136487			Gm65628
ENSMUSG00000136502			Gm65629
ENSMUSG00000136540			Gm65630
ENSMUSG00000106157			4930555A03Rik
ENSMUSG00000020549	ENSG00000006744	ELAC2	Elac2
ENSMUSG00000047935			Sox1ot
ENSMUSG00000108793			Gm45213
ENSMUSG00000136562			Gm65632
ENSMUSG00000053110	ENSG00000137693	YAP1	Yap1
ENSMUSG00000136570			Gm65633
ENSMUSG00000136574			Gm65634
ENSMUSG00000119227			Gm25099
ENSMUSG00000030512	ENSG00000131876	SNRPA1	Snrpa1
ENSMUSG00000119142			Gm23143
ENSMUSG00000136659			Gm65635
ENSMUSG00000119459			Gm23287
ENSMUSG00000086482			1700012C08Rik
ENSMUSG00000060268	ENSG00000198520	ARMH1	Armh1
ENSMUSG00000136661			Gm54214
ENSMUSG00000056366			Fabp3-ps1
ENSMUSG00000121723			Gm6150
ENSMUSG00000136694			Gm40178
ENSMUSG00000112307			Gm48751
ENSMUSG00000112827			Gm48753
ENSMUSG00000060487	ENSG00000203727	SAMD5	Samd5
ENSMUSG00000136696			Gm65638
ENSMUSG00000053980			Gm9930
ENSMUSG00000136697			Gm65641
ENSMUSG00000111951			Gm48755
ENSMUSG00000136718			Gm65643
ENSMUSG00000112162			Gm48758
ENSMUSG00000136801			Gm65644
ENSMUSG00000112680			Gm48760
ENSMUSG00000105092			Gm42468
ENSMUSG00000111901			Gm6150
ENSMUSG00000048772	ENSG00000126106	TMEM53	Tmem53
ENSMUSG00000112200			Gm19161
ENSMUSG00000136857			Gm65646
